seventh,7
circle,14
violenceedit,1
canto,11
xii,1
divided,1
into,4
rings,1
houses,1
violent,4
dante,22
virgil,12
descend,2
jumble,1
rocks,1
formed,1
cliff,5
reach,2
sixth,1
having,1
evade,1
minotaur,3
linfamia,1
di,4
creti,1
infamy,1
crete,2
,18
sight,1
gnaws,1
flesh,1
assures,1
monster,4
its,1
hated,1
enemy,1
theseus,1
causes,2
charge,1
swiftly,1
enter,1
explains,2
presence,3
shattered,1
stones,1
around,2
resulted,1
earthquake,1
shook,1
moment,1
christs,1
death,1
matt,1
harrowing,1
hell,5
ruins,1
resulting,1
shock,1
previously,1
seen,1
beginning,1
upper,1
entrance,1
second,3
v,1
along,2
brink,1
vermilion,1
boiling,6
wherein,1
boiled,1
uttering,1
loud,1
laments,2
within,1
eyebrows,1
ring,4
against,9
neighbors,1
murderers,1
warmakers,1
plunderers,1
tyrants,4
immersed,3
phlegethon,3
blood,5
fire,2
ciardi,2
writes,2
wallowed,1
during,2
lives,1
forever,1
according,2
degree,1
guilt,1
centaurs,1
commanded,1
chiron,1
pholus,1
patrol,1
shooting,1
arrows,1
sinners,3
emerge,1
higher,1
allowed,1
centaur,1
nessus,2
guides,1
poets,2
points,1
alexander,1
disputed,1
dionysius,3
either,2
ii,2
bloodthirsty,2
unpopular,1
sicily,1
ezzelino,1
iii,1
da,3
romano,1
cruelest,1
ghibelline,1
obizzo,1
deste,1
guy,1
de,2
montfort,1
grows,1
shallower,1
reaches,1
ford,2
comes,1
full,1
deeper,1
approached,1
including,2
attila,1
king,2
huns,1
flagello,1
terra,1
scourge,1
pyrrhus,2
son,1
achilles,1
epirus,1
sextus,1
rinier,2
corneto,1
pazzo,1
bringing,1
shallow,1
leaves,1
return,1
post,1
passage,1
influenced,1
early,1
medieval,1
visio,1
karoli,1
grossinb,1
harpies,3
suicides,5
inferno,2
xiii,2
gustave,3
doré,3
souls,1
attempted,1
committed,3
suicide,4
transformed,1
gnarled,1
thorny,2
trees,4
fed,1
upon,3
hideous,1
clawed,1
birds,1
faces,1
women,1
permitted,1
speak,1
broken,1
bleeding,3
breaks,1
twig,1
trunk,1
hears,1
tale,1
pietro,2
della,2
vigna,2
powerful,1
minister,1
emperor,1
frederick,1
fell,1
favor,1
imprisoned,1
blinded,1
subsequently,1
rather,1
ninth,1
indicates,1
believes,1
accusations,1
false,1
characteristics,1
bushes,1
based,1
aeneid,1
dorothy,1
l,1
sayers,1
sin,1
insult,1
body,3
shades,3
deprived,1
semblance,1
human,3
refused,1
remain,1
fixed,1
dead,2
withered,1
sterility,1
image,3
selfhatred,1
dries,1
sap,1
energy,1
makes,2
infertile,1
interpreted,1
metaphor,1
mind,1
learns,1
unique,1
among,1
corporally,1
resurrected,1
final,1
judgement,1
since,1
threw,1
bodies,2
away,1
instead,1
maintain,1
bushy,1
corpses,1
hanging,1
limbs,1
finishes,1
notices,1
lano,1
siena,1
jacopo,1
sant,1
andrea,2
race,1
chased,1
savagely,1
mauled,1
ferocious,1
bitches,1
punishment,2
violently,1
profligate,1
possessed,1
depraved,1
passion,1
dissipated,1
goods,1
sheer,1
wanton,1
lust,1
wreckage,1
disorder,1
destruction,1
wrought,1
profligates,1
flight,1
crash,1
undergrowth,1
further,1
suffering,1
cannot,1
brunetto,5
latini,2
speaks,1
xv,2
engraving,2
xiv,1
god,3
art,2
nature,3
third,1
plain,3
burning,4
sand,2
scorched,1
flakes,1
flame,1
falling,1
slowly,1
sky,1
derived,1
fate,1
sodom,1
gomorrah,1
gen,1
blasphemers,1
stretched,2
supine,1
sodomites,3
circles,1
usurers,2
grandchild,1
explained,1
xi,1
crouch,1
huddled,1
weeping,1
blasphemy,2
sodomy,1
usury,1
unnatural,1
sterile,1
actions,1
thus,3
unbearing,1
desert,1
eternity,1
rain,1
fertile,1
cool,1
descends,1
finds,1
capaneus,1
sands,1
jove,2
struck,1
thunderbolt,1
war,1
seven,1
thebes,1
scorning,1
afterlife,1
overflow,1
flows,1
crosses,1
origin,1
rivers,1
includes,1
references,1
protected,1
powers,1
rivulet,1
progress,1
across,1
pass,1
roving,1
surprise,1
recognizes,1
addresses,1
deep,1
sorrowful,1
affection,1
paying,1
highest,1
tribute,1
offered,1
sinner,1
refuting,1
suggestions,1
placed,1
enemies,1
respect,1
feels,1
spiritual,1
indebtedness,1
works,1
taught,1
himself,1
eternal,1
gratitude,1
apparent,1
words,1
prophesies,1
dantes,2
bad,1
treatment,1
florentines,2
identifies,1
priscian,1
francesco,1
daccorso,1
bishop,1
mozzi,1
geryon,5
xvii,2
xvi,1
waterfall,1
plunges,1
eighth,3
break,1
company,1
greet,1
iacopo,2
rusticucci,2
guido,1
guerra,1
tegghiaio,1
aldobrandi,1
admired,1
blames,1
savage,1
wife,1
torments,1
news,1
florence,1
current,1
top,1
falls,1
virgils,1
order,1
removes,1
cord,1
waist,1
drops,1
edge,1
distorted,1
shape,2
swims,1
filthy,1
abyss,1
creature,1
fraud,2
announces,1
fly,1
monsters,1
goes,1
alone,1
examine,1
recognize,1
heraldic,1
device,1
emblazoned,1
leather,1
purse,1
neck,1
streaming,1
eyes,1
appeared,1
feast,1
coats,1
arms,2
indicate,2
prominent,1
florentine,1
families,1
catello,1
rosso,1
gianfigliazzi,1
ciappo,1
ubriachi,1
paduan,2
reginaldo,1
degli,1
scrovegni,1
predicts,1
fellow,1
vitaliano,1
vitaliani,1
join,1
giovanni,1
buiamonte,1
rejoins,1
mounted,1
atop,1
geryons,1
descent,1
fraudulent,1
malicious,1
winged,1
allows,1
vast,1
traditionally,1
represented,1
giant,1
heads,1
conjoined,1
meanwhile,1
combining,1
bestial,1
reptilian,2
elements,1
general,1
wyvern,1
tail,1
scorpion,1
hairy,1
gaudilymarked,1
honest,1
pleasant,1
grotesque,1
evokes,1
insincere,1
fraudster,1
whose,1
intentions,1
behind,1
monstrous,1
coldblooded,1
stinging,1
poison,1
